task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
856	12/94628c	52138787	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:52:31.254	6m 30s	5m 53s	1248.7%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
860	cd/5b142b	52138429	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:36:01.127	5m 30s	5m 14s	1293.5%	20.6 GB	80 GB	19.3 GB	7.8 GB
861	3f/08e946	52138431	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:36:01.770	5m 14s	5m 1s	1297.9%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
781	ec/96d187	52138620	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:43:31.041	5m	4m 34s	1293.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
890	cd/145145	52138812	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:54:16.917	5m 29s	4m 40s	1285.5%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
883	42/da01b5	52138970	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:08:46.298	5m 25s	4m 44s	1334.4%	20.4 GB	79.7 GB	19.3 GB	7.8 GB
882	0e/eface7	52138969	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:08:46.105	7m 10s	6m 41s	945.8%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
888	72/4bd769	52138288	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:21:38.674	8m	7m 13s	839.2%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
889	44/19404b	52138811	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:54:16.283	6m 15s	5m 27s	1198.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
887	93/7c521c	52138287	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:21:38.529	8m 15s	7m 21s	858.7%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
863	07/d2398b	52138433	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:36:02.078	4m 59s	4m 37s	1318.9%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
908	ab/aa6254	52138999	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:11:46.287	4m 55s	4m 11s	1305.4%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
859	ae/f70d7b	52138789	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:52:31.644	5m 14s	4m 36s	1305.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
898	e1/1b44aa	52138957	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:07:16.125	5m 15s	5m 2s	1333.9%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
836	31/95c79b	52137898	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:01:08.454	5m 15s	4m 28s	1322.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
885	f7/e8036c	52138286	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:21:38.416	6m 15s	5m 23s	1308.6%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
862	fa/3536ed	52138432	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:36:01.940	6m 59s	6m 35s	945.4%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
907	dd/c90ac5	52138998	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:11:46.140	6m 10s	5m 27s	1270.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
925	70/e3233b	52138070	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:12:53.480	4m 45s	4m 17s	1304.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
914	44/60b567	52138464	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:38:01.175	6m 15s	5m 58s	927.2%	20.1 GB	79.8 GB	19.2 GB	7.8 GB
911	10/e2681f	52137853	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 06:56:23.335	5m 45s	5m 20s	1277.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
915	c1/d9db20	52138467	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:38:01.590	4m 29s	4m 15s	1305.3%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
929	33/70acf5	52138899	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:02:31.355	6m 45s	5m 55s	1203.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
916	a6/2ae02a	52138665	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:45:31.295	5m	4m 30s	1294.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
933	a4/16991b	52138898	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:02:31.155	6m	5m 11s	1253.0%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
924	65/43aed9	52138463	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:38:01.059	5m 45s	5m 30s	1272.7%	20.2 GB	79.7 GB	19.2 GB	7.7 GB
940	12/9b8131	52138001	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:10:38.793	5m 14s	4m 41s	1282.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
909	16/882597	52137922	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:03:38.572	5m 30s	5m 2s	1248.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
917	f8/841273	52137854	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 06:56:23.537	4m 45s	4m 17s	1290.4%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
936	8c/090215	52138946	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:05:46.115	5m 45s	5m 10s	1275.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
919	86/13bb3b	52138468	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:38:01.746	4m 29s	4m 18s	1288.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
947	d0/fdd17c	52138828	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:56:01.219	6m 15s	6m 5s	930.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
922	a7/c499af	52138069	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:12:53.361	5m	4m 32s	1289.0%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
932	67/10927e	52138897	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:02:31.043	5m	4m 16s	1283.0%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
891	ae/30d71b	52138985	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 08:10:16.116	5m 40s	5m 29s	1283.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
935	27/f54359	52138000	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:10:38.699	6m	5m 19s	1237.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
946	2a/f91ee7	52138107	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:17:23.677	6m	5m 1s	1270.8%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
937	d5/c64a49	52138002	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:10:38.892	5m 59s	5m 24s	1268.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
927	4a/4039e2	52137997	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:10:38.349	7m	6m 23s	948.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
953	03/722f08	52138829	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:56:01.623	8m 44s	8m 34s	988.6%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
912	69/fe4981	52138466	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:38:01.476	4m 29s	4m 16s	1304.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
918	ba/8f12e1	52138465	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:38:01.267	5m	4m 47s	1160.0%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
934	30/6d2cef	52137998	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:10:38.493	5m 15s	4m 36s	1293.4%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
951	61/54b457	52138830	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:56:01.776	5m 44s	5m 23s	1275.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
910	35/f0d393	52137921	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:03:38.387	7m	6m 35s	929.7%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
945	a1/882005	52138003	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:10:38.995	4m 44s	4m 15s	1308.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
976	65/e0e5bf	52138627	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:43:46.130	6m	5m 57s	925.5%	20.1 GB	79.8 GB	19.2 GB	7.8 GB
961	94/cf8626	52137981	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:08:23.391	5m 30s	4m 50s	1309.2%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
992	2c/ee5053	52138244	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:19:38.565	5m	4m 16s	1313.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
977	b3/c8c625	52138328	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:26:08.473	5m 7s	4m 34s	1232.5%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
979	7e/23e258	52138628	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:43:47.284	5m 14s	4m 37s	1277.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
757	22/069c13	52138067	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	CACHED	0	2026-07-16 07:12:38.563	6m 15s	5m 39s	1251.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1005	1f/279d2a	52138416	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:34:16.074	5m 30s	5m 7s	1281.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
980	09/fe3793	52138629	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:43:47.401	4m 59s	4m 21s	1280.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
991	af/845ac4	52138390	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:32:16.390	5m 30s	4m 58s	1280.4%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
993	af/909952	52138246	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:19:38.745	5m 29s	4m 37s	1278.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1001	9f/40faf4	52137953	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:06:08.802	5m 14s	4m 15s	1309.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1033	74/bdb338	52138777	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:51:01.176	7m 30s	7m 11s	925.7%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
1036	e9/cd6c5a	52138434	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:36:16.096	5m	4m 24s	1305.3%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
938	a4/9e0edd	52137999	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:10:38.612	5m 45s	5m 10s	1243.1%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
978	f4/5d5e73	52138329	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:26:08.807	5m 22s	4m 54s	1273.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1055	cc/7cab7e	52138290	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:21:53.859	5m 14s	4m 29s	1287.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1040	0e/ebfc36	52138778	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:51:01.381	4m 45s	4m 27s	1309.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1034	87/49e92b	52138736	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:49:16.186	5m 30s	4m 47s	1295.6%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1037	08/5ef578	52138435	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:36:16.254	7m 15s	6m 47s	1286.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
1015	53/c57db3	52138840	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:57:46.199	7m	6m 37s	926.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1038	18/e5cf4b	52138738	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:49:16.511	4m 59s	4m 15s	1300.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1062	8f/a117de	52137855	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 06:56:38.311	6m 15s	6m 5s	929.8%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1054	cc/fcc69b	52138289	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:21:53.493	6m	5m 24s	1277.4%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1064	89/ad31ce	52137858	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 06:56:38.628	6m 30s	6m 22s	882.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1056	96/6c6cc5	52138291	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:21:53.961	6m 59s	6m 25s	911.8%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
1077	09/230771	52138589	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:42:01.367	4m 45s	4m 32s	1311.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1076	77/d26ce4	52138588	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:42:01.116	6m 30s	6m 18s	941.8%	20.1 GB	79.8 GB	19.2 GB	7.8 GB
1072	34/cbf23d	52138919	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:04:23.142	4m 53s	4m 35s	1233.6%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1063	03/2d54e8	52137856	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 06:56:38.419	4m 30s	4m 21s	1305.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1057	15/0e44fb	52138791	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:52:46.095	5m 15s	5m 1s	1270.3%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1065	63/fa7b45	52137857	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 06:56:38.509	6m 45s	6m 26s	868.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1035	d2/9d8b90	52138737	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:49:16.397	5m 15s	4m 28s	1301.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1092	f9/7f9d58	52138476	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:38:16.073	5m 15s	4m 44s	1289.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1068	06/90ce3e	52138705	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:47:31.334	5m 15s	4m 41s	1287.8%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1073	f8/8bf856	52138920	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:04:23.401	4m 38s	4m 22s	1299.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1039	86/3a0649	52138739	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:49:16.619	6m 44s	6m 1s	909.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1085	44/ce153a	52138071	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:13:08.384	5m 15s	5m 5s	1091.7%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1093	72/ffd4f6	52138478	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:38:16.229	4m 45s	4m 13s	1312.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1097	a2/b730bb	52138815	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:54:31.410	6m 45s	6m 16s	910.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1098	bc/345068	52138814	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:54:31.259	5m	4m 23s	1307.6%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1107	ae/75262c	52138086	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:15:23.675	5m 30s	4m 33s	1257.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1102	f6/479caf	52138110	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:17:38.556	5m	4m 14s	1294.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1104	23/1e8a36	52138083	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:15:23.371	7m 30s	6m 24s	942.8%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1069	da/e89a32	52138704	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:47:31.144	7m 45s	7m 14s	905.8%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1090	78/bee6b0	52138047	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:10:53.427	4m 30s	4m 15s	1297.4%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1096	51/2a473d	52138813	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:54:31.105	5m	4m 19s	1299.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1103	e8/6f2b3e	52138111	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:17:38.647	6m 45s	6m 3s	916.5%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1106	96/f3c876	52138085	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:15:23.586	5m 15s	4m 13s	1310.0%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1105	77/a5b7f2	52138084	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:15:23.498	7m 15s	6m 12s	1286.3%	20.4 GB	79.7 GB	19.2 GB	7.8 GB
1117	fd/beb10d	52138349	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:28:23.668	4m 52s	4m 30s	1237.0%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1112	b6/8d70ae	52138347	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:28:23.460	4m 52s	4m 32s	1288.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1101	0a/52199d	52137869	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 06:59:08.305	5m	4m 15s	1282.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1113	51/3e5c22	52138351	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:28:23.916	4m 52s	4m 31s	1234.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1119	19/14c77a	52138352	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:28:24.032	4m 52s	4m 30s	1236.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1121	b7/4b174c	52138868	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:59:31.071	5m 30s	4m 44s	1280.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1111	67/8451f3	52137982	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:08:38.358	5m	4m 30s	1304.6%	20.1 GB	79.8 GB	19.2 GB	7.8 GB
1114	46/523ff4	52138346	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:28:23.369	5m 8s	4m 47s	1263.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1116	87/556288	52138350	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:28:23.765	4m 37s	4m 26s	1270.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1115	d5/c77dca	52138348	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:28:23.566	5m 22s	5m 6s	1278.6%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1122	2b/37d618	52138869	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:59:31.328	5m	4m 17s	1288.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1094	1c/9ba7ab	52138479	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:38:16.343	5m 15s	4m 39s	1276.7%	20.1 GB	79.8 GB	19.2 GB	7.8 GB
1126	d7/165de5	52138671	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:45:46.204	5m 15s	4m 56s	1279.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1132	43/e90d7b	52138971	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:09:01.156	7m 25s	7m 3s	1256.5%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
1133	37/a0426b	52138972	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 08:09:01.526	5m 40s	5m 18s	1269.4%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1108	be/85f78c	52138112	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	CACHED	0	2026-07-16 07:17:38.741	5m 14s	4m 31s	1290.9%	20.1 GB	79.8 GB	19.2 GB	7.8 GB
