task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1000	e9/c5227c	52144168	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:36:37.935	4m 29s	4m 19s	1277.6%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
220	fb/acd9fa	52144154	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:36:07.520	5m 15s	4m 26s	1304.2%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
230	b9/357fe6	52144159	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:36:08.018	5m 14s	4m 30s	1305.1%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
232	87/bc3ed6	52144160	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:36:08.103	5m 14s	4m 27s	1307.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
702	87/44fa73	52144162	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:36:22.209	5m	4m 30s	1322.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
994	58/bf3fad	52144167	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:36:37.669	4m 44s	4m 21s	1304.3%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
819	62/2908c0	52144136	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:35:22.525	6m 15s	5m 46s	1262.2%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1520	3e/8fb845	52144075	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:31:22.614	10m 14s	9m 40s	774.8%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
218	11/53daf3	52144153	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:36:07.400	5m 30s	4m 49s	1222.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
227	8c/105867	52144158	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:36:07.932	5m 29s	4m 45s	1228.3%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
1386	3a/91f68d	52144150	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:35:52.294	6m	5m 2s	1284.8%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1590	e0/564a1d	52144176	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:37:07.275	5m 30s	4m 44s	1307.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
581	f6/bb2f47	52144177	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:37:22.238	5m 15s	4m 35s	1273.1%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
210	28/d5976b	52144109	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:33:52.247	9m	8m 3s	725.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
226	55/1cd533	52144156	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:36:07.758	6m 44s	5m 50s	1253.6%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
225	29/148b13	52144155	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:36:07.658	6m 59s	6m 15s	927.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
988	cc/7c54a7	52144165	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:36:37.262	6m 30s	6m 11s	893.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
506	80/c66098	52144200	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:38:22.236	4m 45s	4m 13s	1270.2%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
508	65/a9adaa	52144201	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:38:22.454	4m 45s	4m 11s	1277.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
752	3a/2fe58d	52144086	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:31:52.395	11m 30s	10m 26s	580.2%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
228	06/a21deb	52144157	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:36:07.848	7m 14s	6m 31s	1212.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
211	38/36e70e	52144152	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:36:07.247	7m 15s	6m 26s	911.0%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
706	d3/2435bd	52144163	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:36:22.301	7m 30s	6m 52s	857.7%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
1205	16/998372	52144197	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:37:52.209	6m	4m 57s	1269.8%	20.4 GB	79.8 GB	19.2 GB	7.8 GB
1418	96/cf1958	52144216	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:39:08.116	5m 14s	4m 28s	1312.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
745	8e/136e15	52144227	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:39:37.514	4m 45s	4m 31s	1285.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
753	e6/b69c8d	52144228	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:39:37.612	4m 44s	4m 34s	1315.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
754	bd/0f504d	52144229	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:39:37.700	4m 44s	4m 34s	1322.3%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
255	7b/678374	52144219	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:39:22.231	5m 15s	4m 35s	1294.1%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
261	2b/e5d9b0	52144220	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:39:22.372	5m 15s	4m 36s	1308.4%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
263	fd/14a89d	52144221	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:39:22.611	5m 14s	4m 37s	1297.4%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
264	a5/ca457a	52144222	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:39:22.805	5m 14s	4m 48s	1317.3%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
270	79/20e62c	52144223	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:39:22.943	5m 14s	4m 47s	1271.4%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
1417	f1/ab6144	52144217	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:39:08.200	5m 44s	4m 53s	1290.8%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
746	6f/66a239	52144226	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:39:37.411	5m 15s	4m 51s	1325.2%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1029	56/66edcf	52144237	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:39:52.770	5m 29s	4m 27s	1260.6%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1030	7e/ffabe4	52144238	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:39:53.400	5m 29s	4m 32s	1307.8%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1031	ca/53e769	52144241	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:39:54.637	5m 27s	4m 33s	1284.3%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
646	2c/06b8c9	52144247	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:40:37.245	4m 45s	4m 26s	1308.2%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
145	8b/92eb5d	52144246	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:40:22.549	5m 15s	4m 41s	1303.2%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
1275	c1/96fca6	52144260	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:41:07.288	5m 15s	4m 34s	1262.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1274	73/6c4125	52144261	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:41:07.480	5m 15s	4m 28s	1271.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
613	38/743395	52144270	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:41:37.727	4m 44s	4m 26s	1299.3%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
1416	51/2bf9e1	52144214	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:39:07.993	7m 29s	6m 40s	921.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
983	53/b20e32	52144256	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:40:53.056	5m 44s	4m 46s	1183.6%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
138	a7/c337bd	52144245	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:40:22.462	6m 15s	5m 45s	1250.8%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
1591	06/335a11	52144262	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:41:22.326	5m 15s	4m 44s	1243.0%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1598	93/2590fa	52144266	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:41:22.878	5m 14s	4m 42s	1223.7%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
609	a1/58818f	52144268	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:41:37.417	5m	4m 47s	1208.8%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
617	d6/a07917	52144271	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:41:37.840	4m 59s	4m 47s	1247.5%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
813	a0/b26042	52144202	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:38:37.262	8m 15s	7m 52s	756.7%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
948	11/9bb27c	52144279	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:41:52.313	5m	4m 45s	1295.5%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
743	46/8d498e	52144225	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:39:37.303	7m 30s	7m 18s	791.9%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
1595	83/647a5d	52144263	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:41:22.600	5m 59s	5m 25s	1323.3%	21.1 GB	80.6 GB	19.3 GB	7.8 GB
1600	22/30184f	52144265	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:41:22.784	5m 59s	5m 31s	1267.4%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
926	9d/114844	52144289	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:42:52.279	4m 30s	4m 16s	1312.7%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
928	87/285fc9	52144290	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:42:52.390	5m	4m 40s	1205.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1273	da/4c8d8f	52144298	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:43:07.501	5m	4m 19s	1298.5%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1251	37/dfb467	52144296	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:43:07.268	5m 15s	4m 29s	1258.7%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1252	51/9814e8	52144297	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:43:07.355	5m 15s	4m 29s	1280.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1253	73/e32b2f	52144299	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:43:07.598	5m 14s	4m 22s	1287.8%	20.1 GB	79.8 GB	19.3 GB	7.8 GB
1567	b7/9210cc	52144302	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:43:22.330	5m	4m 25s	1314.4%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
923	ed/7acad8	52144315	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:43:52.576	4m 30s	4m 17s	1288.0%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
610	57/f7742c	52144269	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:41:37.569	7m	6m 41s	866.6%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
921	ca/3a9b69	52144314	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:43:52.272	4m 45s	4m 27s	1250.9%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
586	82/c474ef	52144282	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:42:37.426	6m	5m 39s	1285.6%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
1599	ae/46ef71	52144264	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:41:22.694	7m 29s	6m 50s	893.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
139	f0/6b6344	52144244	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:40:22.302	8m 30s	7m 54s	849.9%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
584	5d/a77707	52144281	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:42:37.276	6m 30s	6m 17s	1271.1%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
1579	9d/0d06af	52144319	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:44:22.541	5m	4m 33s	1289.9%	20.1 GB	79.8 GB	19.3 GB	7.8 GB
1581	7b/cca3f2	52144321	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:44:23.226	4m 59s	4m 27s	1303.0%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
597	fa/0f84ff	52144323	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:44:37.295	4m 45s	4m 26s	1317.9%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
608	11/ebc0cc	52144326	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:44:37.792	4m 44s	4m 24s	1312.6%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
620	00/e8f0d9	52144327	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:44:38.086	4m 44s	4m 28s	1312.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1580	55/ce96db	52144320	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:44:23.021	5m 14s	4m 38s	1322.5%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1582	7d/805317	52144322	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:44:23.490	5m 14s	4m 41s	1271.3%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
955	f8/8112f7	52144336	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:44:52.269	4m 45s	4m 25s	1311.7%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
606	9c/93ffce	52144324	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:44:37.450	5m	4m 39s	1297.4%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1565	cd/d4af34	52144301	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:43:22.226	7m	6m 24s	915.5%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1568	57/e3780d	52144303	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:43:22.427	7m	6m 23s	905.3%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
1605	ab/5d9d2a	52144344	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:45:22.241	5m	4m 26s	1313.7%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
656	33/24472f	52144348	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:45:37.266	4m 45s	4m 30s	1314.5%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
956	fb/e2cfd9	52144337	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:44:52.359	6m	5m 51s	1076.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
1606	30/e4a8c2	52144345	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:45:22.374	5m 30s	4m 52s	1335.9%	20.7 GB	80.5 GB	19.3 GB	7.8 GB
1607	a6/d5b479	52144346	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:45:22.460	5m 45s	5m 14s	1329.6%	20.5 GB	79.7 GB	19.3 GB	7.8 GB
1608	ac/24a1b6	52144347	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:45:22.547	5m 45s	5m 9s	1295.7%	20.5 GB	79.8 GB	19.3 GB	7.8 GB
728	67/f01fba	52144362	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:46:37.940	4m 44s	4m 30s	1313.3%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
725	cd/251cde	52144359	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:46:37.526	4m 45s	4m 28s	1319.1%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
1028	af/f574c7	52144364	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:46:52.346	4m 30s	4m 19s	1302.9%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
607	87/6a36c1	52144325	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:44:37.593	6m 59s	6m 40s	892.8%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
720	58/4a5512	52144357	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:46:37.352	5m	4m 40s	1287.6%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
719	60/4a60d7	52144356	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:46:37.233	5m	4m 45s	1276.3%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
726	29/89527c	52144360	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:46:37.627	4m 59s	4m 40s	1308.7%	20.3 GB	79.8 GB	19.3 GB	7.8 GB
156	b4/81b4ca	52144351	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:46:22.295	5m 15s	4m 35s	1298.9%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
158	c4/5fbd16	52144352	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:46:22.493	5m 30s	4m 56s	1286.6%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
721	83/b16827	52144358	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:46:37.437	5m 15s	5m 1s	1226.1%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
727	40/4007bf	52144361	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:46:37.745	5m 14s	5m 1s	1221.5%	20.3 GB	79.7 GB	19.3 GB	7.8 GB
1339	f3/1df2ed	52144366	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:47:07.239	5m 15s	4m 31s	1306.7%	20.1 GB	79.7 GB	19.3 GB	7.8 GB
241	08/90228c	52144371	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:47:22.256	5m	4m 31s	1313.2%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
1437	76/f6ce89	52144375	alignReads (260629_Emseq_LV_index_G1_Bap1_Math1_adult_ctrl_F1_S3)	COMPLETED	0	2026-07-16 10:48:07.242	5m	4m 18s	1315.3%	20.2 GB	79.7 GB	19.3 GB	7.8 GB
507	67/2ee943	52144378	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:48:22.483	4m 45s	4m 12s	1264.2%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
512	54/480e77	52144379	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:48:22.607	4m 44s	4m 13s	1287.1%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
513	e9/f8719f	52144380	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:48:22.815	4m 44s	4m 12s	1271.1%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
1027	32/a1b7b3	52144365	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:46:52.629	6m 29s	6m 17s	893.6%	20.2 GB	79.8 GB	19.2 GB	7.8 GB
1219	5f/5c0bff	52144388	alignReads (260629_Emseq_LV_index_D2_Bap1_Math1_adult_mut_F2_S8)	COMPLETED	0	2026-07-16 10:48:52.515	4m 30s	4m 16s	1296.0%	20.1 GB	79.8 GB	19.2 GB	7.8 GB
157	fd/cb79b5	52144353	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:46:22.614	6m 59s	6m 31s	903.6%	20.2 GB	79.7 GB	19.2 GB	7.8 GB
244	4e/d6a6a4	52144373	alignReads (260629_Emseq_LV_index_F1_Bap1_Math1_adult_mut_M1_S2)	COMPLETED	0	2026-07-16 10:47:22.507	6m 15s	5m 43s	1296.9%	20.3 GB	79.7 GB	19.2 GB	7.8 GB
510	4e/04570c	52144377	alignReads (260629_Emseq_LV_index_E1_Bap1_Math1_adult_ctrl_M1_S1)	COMPLETED	0	2026-07-16 10:48:22.285	5m 15s	4m 41s	1146.3%	20.1 GB	79.7 GB	19.2 GB	7.8 GB
878	d8/4a6640	52144384	alignReads (260629_Emseq_LV_index_A2_Bap1_Math1_adult_ctrl_M2_S5)	COMPLETED	0	2026-07-16 10:48:37.720	5m 14s	4m 54s	1321.0%	20.2 GB	79.8 GB	19.3 GB	7.8 GB
