gene_name	mch_logfc	k119ub_fold	mecp2_fold	mecp2_fdr	mecp2_min_fdr	mecp2_n_peaks	mecp2_n_sig	mecp2_has_sig	mecp2_direction
Fam3c	-0.202488923597141	0.60412871	0.086783684	0.695680326	0.695680326	1	0	FALSE	No peak
Far1	-0.240745819716784	0.345569319	-0.013765949	0.96701484	0.96701484	1	0	FALSE	No peak
Far2	-0.139137180178313	0.860717108	0.099932152	0.642521547	0.642521547	1	0	FALSE	No peak
Farp1	-0.242023360276111	0.398692637	-0.062434969	0.782153051	0.018731316	15	4	TRUE	MeCP2 Down
Faxc	-0.287578494914714	0.49277492	-0.039165879	0.883266352	0.883266352	1	0	FALSE	No peak
Fbxl17	-0.140069907277939	0.747217636	-0.989648449	0.005421127	0.001733198	5	3	TRUE	MeCP2 Down
Fbxl4	-0.221274182166427	0.957797682	NA	NA	NA	NA	NA	NA	No peak
Fbxo33	-0.359223817631968	0.50128593	-0.035966469	0.894818776	0.429268852	2	0	FALSE	No peak
Fbxo41	-0.347343377368261	0.605989507	-0.071288108	0.755827542	0.755827542	1	0	FALSE	No peak
Fbxw11	-0.279884890102962	0.611201083	-0.037662643	0.889640708	0.53656391	2	0	FALSE	No peak
Fbxw7	-0.206143953521879	0.754868815	-0.039840746	0.88515388	3.45e-06	5	2	TRUE	MeCP2 Down
Fcho2	-0.315306305222297	0.50717909	-0.012608864	0.970143407	0.970143407	1	0	FALSE	No peak
Fer	-0.110664262838904	0.639008387	-0.052448555	0.832942372	9.32e-08	6	2	TRUE	MeCP2 Down
Fermt2	-0.321713260469029	0.432421357	NA	NA	NA	NA	NA	NA	No peak
Fgd4	-0.170819302286404	1.068033588	NA	NA	NA	NA	NA	NA	No peak
Fip1l1	-0.254589654971493	0.90458141	NA	NA	NA	NA	NA	NA	No peak
Flnb	-0.17404609602956	0.231132994	-0.094535176	0.651568431	0.334307353	5	0	FALSE	No peak
Fmn2	-0.261788419453112	0.479280667	-0.035249129	0.896876317	0.896876317	1	0	FALSE	No peak
Fnip2	-0.225510614333577	0.614199675	0.852336097	0.005157514	0.005157514	2	1	TRUE	MeCP2 Up
Fosl2	-0.375566583691518	0.454395601	-0.006154887	0.987842746	2.7e-05	3	1	TRUE	MeCP2 Down
Foxo1	-0.201346317601997	0.372116829	-0.010241731	0.977011616	1.96e-07	10	3	TRUE	MeCP2 Down
Fry	-0.169202197495287	0.53059	-0.010803661	0.975376669	0.975376669	1	0	FALSE	No peak
Fryl	-0.275756343678792	0.582282575	-0.0292729	0.919011533	0.795231492	3	0	FALSE	No peak
Fsip1	-0.378210984269098	0.506212882	0.050860091	0.835304507	0.676373588	2	0	FALSE	No peak
Fut10	-0.281090353579789	1.187602101	NA	NA	NA	NA	NA	NA	No peak
Fut8	-0.252776371558172	0.410814417	0.11686786	0.549440801	2.41e-12	17	12	TRUE	MeCP2 Up
Fyn	-0.217039902416058	0.52561485	-0.104655356	0.611486552	0.156849001	7	0	FALSE	No peak
Fzd3	-0.199727570151549	0.355939023	-0.021598887	0.944058751	0.944058751	1	0	FALSE	No peak
Gabrb2	-0.330374332230848	0.983684511	1.127590645	0.001200864	3.07e-24	4	3	TRUE	MeCP2 Up
Gabrb3	-0.297601366696753	0.611308041	-0.011088382	0.974220749	0.974220749	1	0	FALSE	No peak
Galc	-0.236023394684993	0.510061204	0.011734935	0.972322288	0.127873278	5	0	FALSE	No peak
Galnt13	-0.255134105678868	0.488362595	-0.077208731	0.744843068	0.744843068	1	0	FALSE	No peak
Garem1	-0.203959691608948	0.454358159	-0.044576073	0.86580814	0.86580814	1	0	FALSE	No peak
Gbe1	-0.200807317009931	0.752890022	-0.049702821	0.844097411	7.69e-05	5	3	TRUE	MeCP2 Down
Ggh	-0.304986509388634	1.011741329	0.222919302	0.265288535	0.265288535	1	0	FALSE	No peak
Ggta1	-0.280958375091016	0.369077744	0.062777486	0.797519584	0.797519584	1	0	FALSE	No peak
Ghr	-0.140191518904205	0.618102193	-0.116290305	0.581466069	0.581466069	2	0	FALSE	No peak
Gk	-0.259833478480731	0.293926243	-0.045570392	0.867006569	0.867006569	1	0	FALSE	No peak
Glcci1	-0.203462523506643	0.497581364	-0.020543304	0.947965045	0.947965045	1	0	FALSE	No peak
Glrb	-0.249840223857736	0.572786195	NA	NA	NA	NA	NA	NA	No peak
Gls	-0.207881818787183	0.708558691	-0.026932664	0.926892777	1.9e-22	3	2	TRUE	MeCP2 Down
Gm1043	-0.348573902106648	0.433247131	-0.041380787	0.875412135	0.37274444	4	0	FALSE	No peak
Gm16223	-0.212102919912799	0.631387411	0.974503977	0.002771454	7.15e-11	5	4	TRUE	MeCP2 Up
Gmds	-0.0941750226711343	0.919016932	-0.110896121	0.614809904	5.88e-06	3	1	TRUE	MeCP2 Down
Gmps	-0.31148694625994	0.493433386	NA	NA	NA	NA	NA	NA	No peak
Gnai3	-0.344715755371843	1.272251224	-0.094785625	0.670625178	0.670625178	1	0	FALSE	No peak
Gnal	-0.213531011174975	0.42423687	-0.013170491	0.968456362	0.75915584	2	0	FALSE	No peak
Gnaq	-0.298631898399673	0.570858398	0.051168744	0.838455424	0.303214688	7	0	FALSE	No peak
Gnaz	-0.281166405825737	0.495341437	0.010974206	0.974865758	0.086632956	5	0	FALSE	No peak
Gnb4	-0.237176486715035	0.646352676	NA	NA	NA	NA	NA	NA	No peak
Gng12	-0.235752094910244	0.372043598	0.055977168	0.818606238	0.818606238	2	0	FALSE	No peak
Gnptab	-0.373925690562421	0.333139098	-0.179670179	0.371668722	0.371668722	2	0	FALSE	No peak
Golph3	-0.3327979740034	0.548566487	-0.08671259	0.697319691	0.697319691	1	0	FALSE	No peak
Gpbp1	-0.234113296712324	0.539841359	-0.636309329	0.017367324	0.017367324	1	1	TRUE	MeCP2 Down
Gpd2	-0.178991362778615	0.995652991	-0.101188002	0.643334303	0.031943747	6	1	TRUE	MeCP2 Down
Gphn	-0.308324646548293	0.562684407	-0.025875227	0.930027811	1.12e-05	3	1	TRUE	MeCP2 Down
Gpm6a	-0.365273894612195	0.821309468	NA	NA	NA	NA	NA	NA	No peak
Gpr158	-0.236885579528276	0.237433348	-0.035248484	0.896876317	1.8e-08	2	1	TRUE	MeCP2 Down
Gpr176	-0.148110361161747	0.388958375	-0.080351484	0.723879127	0.723879127	2	0	FALSE	No peak
Gpsm2	-0.237333901594351	0.303348847	NA	NA	NA	NA	NA	NA	No peak
Greb1l	-0.213839178655978	0.31130954	-0.085634428	0.706389333	0.706389333	1	0	FALSE	No peak
Grhpr	-0.556694513735198	0.463908422	0.012614467	0.970199398	0.94375745	2	0	FALSE	No peak
Gria2	-0.401044838855205	0.213409752	-0.044047031	0.868143771	0.868143771	1	0	FALSE	No peak
Grid2	-0.0527877002095181	0.293177215	-0.033905565	0.902166802	9.66e-15	13	3	TRUE	MeCP2 Down
Grk5	-0.280044451146006	0.792884431	-0.062775267	0.787962235	0.787962235	1	0	FALSE	No peak
Grm1	-0.167859603048923	0.309850774	0.015064632	0.963097408	0.719253047	2	0	FALSE	No peak
Grm3	-0.113932479350371	0.362890716	NA	NA	NA	NA	NA	NA	No peak
Gsdme	-0.294167681013919	0.507249901	0.033696232	0.902120966	0.902120966	1	0	FALSE	No peak
Gstm1	-0.586327411789945	0.346528936	-0.050689744	0.842809707	0.842809707	1	0	FALSE	No peak
Gstm4	-0.843241788952998	0.967789979	-0.125031236	0.531971503	0.531971503	1	0	FALSE	No peak
Gtf2f2	-0.23360888469507	0.661008615	NA	NA	NA	NA	NA	NA	No peak
H1f6	-2.16273991316443	0.712931747	NA	NA	NA	NA	NA	NA	No peak
Hadh	-0.340484083484573	0.366575977	-0.036537857	0.892049516	0.739433941	3	0	FALSE	No peak
Hddc2	-0.522282325892802	1.105242545	-0.096430671	0.65542013	0.65542013	1	0	FALSE	No peak
Heatr1	-0.247036578883358	0.957290791	-0.08170926	0.712728007	0.712728007	1	0	FALSE	No peak
Hectd1	-0.264371734560718	0.548813989	-0.011396965	0.973970231	0.973970231	1	0	FALSE	No peak
Hecw1	-0.230534810521552	0.808824143	-0.066039791	0.77385836	0.77385836	1	0	FALSE	No peak
Hecw2	-0.295428080956487	0.698204563	-0.021664325	0.943542877	0.943542877	1	0	FALSE	No peak
Hepacam2	-0.309616872975145	1.020978143	NA	NA	NA	NA	NA	NA	No peak
Herpud2	-0.321150430527052	0.479918759	-0.007734312	0.983944303	0.983944303	1	0	FALSE	No peak
Hibadh	-0.325268026124138	0.516945534	-0.003629275	0.992586397	0.38063311	2	0	FALSE	No peak
Hipk2	-0.115041632888205	0.25684817	-0.124370259	0.57044447	0.039247874	10	1	TRUE	MeCP2 Down
Hivep1	-0.136987668645155	0.639047971	-0.09286231	0.644275595	0.564293916	2	0	FALSE	No peak
Hivep2	-0.190854678918036	0.943281038	-0.126342461	0.574498004	2.52e-06	5	2	TRUE	MeCP2 Down
Hltf	-0.346929652268985	0.954562511	-0.027907128	0.923560255	0.923560255	1	0	FALSE	No peak
Hmgn3	-0.283669387198435	0.314105875	-0.006984671	0.985635256	0.985635256	1	0	FALSE	No peak
Hs2st1	-0.151988345473709	0.689794041	-0.032576438	0.905357851	0.780803691	3	0	FALSE	No peak
Hs3st1	-0.170576711122069	0.309312468	0.031131049	0.911032444	0.000678561	5	3	TRUE	MeCP2 Up
Hs6st3	-0.176025165730231	0.361545618	-0.037015513	0.892100394	1.52e-08	9	4	TRUE	MeCP2 Down
Hsd17b11	-0.235124971874507	0.360664876	NA	NA	NA	NA	NA	NA	No peak
Hspa12a	-0.268141819462647	0.361715496	-0.112243743	0.603214507	0.01923296	18	2	TRUE	MeCP2 Down
Ica1	-0.199771135613219	0.658796708	0.096557231	0.67001676	0.430584771	3	0	FALSE	No peak
Ice1	-0.29366388013914	0.425174539	-0.120306897	0.543737614	0.174055397	5	0	FALSE	No peak
Ifngr1	-0.33964717484015	0.464580439	-0.193411842	0.354642233	0.354642233	1	0	FALSE	No peak
Ikzf2	-0.287470810719578	0.518031793	NA	NA	NA	NA	NA	NA	No peak
Il11ra1	-0.264856260979703	0.602082187	-0.108017209	0.597874941	0.597874941	1	0	FALSE	No peak
Il1r1	-0.256902422899033	0.277082475	-0.080596543	0.717818331	0.717818331	1	0	FALSE	No peak
Il1rap	-0.129623642893954	0.300106538	0.059378236	0.808231752	0.808231752	1	0	FALSE	No peak
Il6st	-0.335640921683486	0.754680725	-0.02263059	0.940926544	0.940926544	1	0	FALSE	No peak
Immp2l	-0.0837356671294332	0.995616498	2.334964645	3.06e-13	3.06e-13	3	2	TRUE	MeCP2 Up
Impa1	-0.338015845890048	1.077460434	NA	NA	NA	NA	NA	NA	No peak
Impa2	-0.222096173176722	0.403964004	-0.294081959	0.17691494	0.17691494	2	0	FALSE	No peak
Insr	-0.303517426504091	0.678705413	-0.032016109	0.909669686	0.909669686	1	0	FALSE	No peak
Ipo11	-0.198797457984879	0.806753233	NA	NA	NA	NA	NA	NA	No peak
Iqsec3	-0.252279915225349	0.219239955	0.051439664	0.838783043	0.42572925	6	0	FALSE	No peak
Iqub	-0.202612885436697	0.904889235	1.542932045	9.96e-07	9.96e-07	1	1	TRUE	MeCP2 Up
Irs1	-0.135643051237064	0.399192958	-0.089884528	0.686219366	0.001762372	6	2	TRUE	MeCP2 Down
Itgb3bp	-0.193199286902863	0.847461664	-0.04704834	0.851804459	0.851804459	1	0	FALSE	No peak
Itpr1	-0.0987119705334987	1.159437543	-0.100607917	0.628853467	0.322640641	5	0	FALSE	No peak
Ivns1abp	-0.380197676422495	0.794601283	-0.035825927	0.897031742	0.897031742	1	0	FALSE	No peak
Jade2	-0.200058041467892	0.542536856	-0.021123444	0.946166598	0.638471025	3	0	FALSE	No peak
Jakmip2	-0.3072658906919	0.865268794	NA	NA	NA	NA	NA	NA	No peak
Jam3	-0.137846724665294	0.27083414	-0.057527867	0.810672265	2.39e-09	5	1	TRUE	MeCP2 Down
Jarid2	-0.17742728918698	0.356372198	0.310810483	0.15469045	3.63e-05	5	3	TRUE	MeCP2 Up
Jcad	-0.27782299012535	0.246903411	0.136381894	0.534166658	0.534166658	3	0	FALSE	No peak
Jmjd1c	-0.227134557572495	0.816271458	NA	NA	NA	NA	NA	NA	No peak
Kank1	-0.188704600478471	0.400961784	-0.06577037	0.786751888	0.786751888	5	0	FALSE	No peak
Kansl1l	-0.202764195796613	0.544602127	NA	NA	NA	NA	NA	NA	No peak
Kbtbd11	-0.38417880835565	0.475288366	0.006414322	0.987177203	0.00020649	3	1	TRUE	MeCP2 Up
Kcnip3	-0.254074710897024	0.583970119	0.879381362	0.004108909	0.004108909	2	1	TRUE	MeCP2 Up
Kcnip4	-0.144934121515902	0.671850071	-0.044126813	0.867112616	1.48e-16	25	16	TRUE	MeCP2 Down
Kcnj3	-0.324413041755751	0.363560187	0.262085883	0.172353757	0.008140829	2	1	TRUE	MeCP2 Up
Kcnk10	-0.225840711211817	0.51548393	-0.24425755	0.277989862	0.277989862	1	0	FALSE	No peak
Kcnt2	-0.126908011639226	0.371651908	NA	NA	NA	NA	NA	NA	No peak
Kdm7a	-0.326331174155392	0.469700043	-0.064860473	0.786733285	0.571648292	2	0	FALSE	No peak
Kif14	-0.227854222655439	0.515731752	0.497225891	0.039478816	0.039478816	1	1	TRUE	MeCP2 Up
Kif16b	-0.194406584408655	1.071546469	-0.056628	0.819436621	0.004198724	11	2	TRUE	MeCP2 Down
Kiz	-0.313563352428422	0.4129267	-0.012265162	0.971494929	0.971494929	1	0	FALSE	No peak
Klf13	-0.233319410264366	0.348578982	0.007822631	0.983647782	1.12e-06	10	3	TRUE	MeCP2 Up
Klf7	-0.344640202631007	0.774109624	0.010833634	0.975103191	8.56e-20	21	14	TRUE	MeCP2 Up
Klf8	-0.248082104520924	0.311578985	-0.116142276	0.614439708	0.614439708	1	0	FALSE	No peak
Klhl2	-0.257741421951162	0.530174101	NA	NA	NA	NA	NA	NA	No peak
Klhl29	-0.302475044505966	0.707057345	-0.097964558	0.661493901	0.011994917	20	1	TRUE	MeCP2 Down
Klhl3	-0.189682439454277	0.311590326	0.051721182	0.836000444	0.836000444	1	0	FALSE	No peak
Klhl32	-0.229881239186636	0.662353854	-0.050462337	0.840956949	0.840956949	1	0	FALSE	No peak
Kmt5b	-0.339872591887136	0.442099459	0.00314204	0.994001745	0.994001745	1	0	FALSE	No peak
Ktn1	-0.174270347991272	0.510615181	NA	NA	NA	NA	NA	NA	No peak
Kyat3	-0.486451374381441	0.419766411	-0.058116178	0.808640025	0.808640025	1	0	FALSE	No peak
Lama4	-0.161140389441939	0.387711894	NA	NA	NA	NA	NA	NA	No peak
Large1	-0.181459090661673	0.516057379	-0.006316575	0.987373505	0.244460908	2	0	FALSE	No peak
Lats2	-0.174520824946177	0.78233993	-0.094031611	0.667593869	0.667593869	2	0	FALSE	No peak
Lcorl	-0.310216883453667	0.741793007	NA	NA	NA	NA	NA	NA	No peak
Lcp1	-0.273994927431581	0.384948241	NA	NA	NA	NA	NA	NA	No peak
Lekr1	-0.170790081266351	1.280860964	NA	NA	NA	NA	NA	NA	No peak
Lgi2	-0.381862577466349	0.338934291	0.012579594	0.969966498	0.635173145	3	0	FALSE	No peak
Lin7a	-0.258672003467899	0.350431957	-0.013905615	0.966805466	0.523540925	2	0	FALSE	No peak
Lmbr1	-0.253165622376084	0.631489683	-0.081789982	0.716360556	0.716360556	1	0	FALSE	No peak
Lmbrd1	-0.253232693016556	1.480020475	-0.086313822	0.692254663	1.18e-08	4	2	TRUE	MeCP2 Down
Lnpk	-0.382122305939442	1.027554336	-0.054590401	0.828902075	0.828902075	1	0	FALSE	No peak
Lonrf1	-0.280858292521554	0.997342963	0.583576685	0.035965939	0.035965939	4	1	TRUE	MeCP2 Up
Lonrf3	-0.422395237624592	0.201801876	-0.062617201	0.807053188	0.807053188	1	0	FALSE	No peak
Lrig3	-0.271530985753054	0.345305678	-0.013896605	0.967042559	0.297439683	7	0	FALSE	No peak
Lrp12	-0.283605889879749	0.34826127	-0.053926809	0.830845565	0.830845565	1	0	FALSE	No peak
Lrrc1	-0.215101851089687	0.283298236	0.002499572	0.995031336	0.029417116	7	1	TRUE	MeCP2 Up
Lrrc55	-0.368141806207553	0.693828231	0.007565169	0.984107301	2.15e-06	4	1	TRUE	MeCP2 Up
Lrriq1	-0.184637298368832	0.774712873	NA	NA	NA	NA	NA	NA	No peak
Lrrn3	-0.286345861245727	0.404850672	0.016541201	0.960210388	7.77e-07	12	5	TRUE	MeCP2 Up
Ly86	-0.313470902226272	0.239664589	0.013523525	0.967538556	0.235815678	5	0	FALSE	No peak
Lyst	-0.186940307583732	0.700794216	-0.024196577	0.935790035	0.001184139	2	1	TRUE	MeCP2 Down
Mab21l3	-0.208683662343563	0.348795304	-0.010039149	0.977528481	1.55e-05	8	1	TRUE	MeCP2 Down
Magi1	-0.0655425077764514	0.509154382	-0.080678477	0.719752819	1.26e-09	23	4	TRUE	MeCP2 Down
Man1a2	-0.264228420646422	0.623992473	0.064886098	0.780233764	0.780233764	1	0	FALSE	No peak
Map2	-0.162532134985782	0.664216136	-0.065353754	0.778820389	0.778820389	1	0	FALSE	No peak
Map4k3	-0.15896528387343	1.069366951	-0.013589978	0.967523413	2.23e-12	5	3	TRUE	MeCP2 Down
Map4k4	-0.210388238299742	0.802034481	-0.06681067	0.768063025	0.269798132	4	0	FALSE	No peak
Map7	-0.265026130685441	0.586266854	-0.081091583	0.72277422	0.72277422	1	0	FALSE	No peak
Mapk8	-0.215474622841522	1.080157027	-0.055042937	0.82377725	0.82377725	1	0	FALSE	No peak
Mapkapk2	-0.241703391320697	0.310076623	-0.142894073	0.479584412	0.147314945	2	0	FALSE	No peak
Mark1	-0.452356400075257	0.844544354	0.135044581	0.523310488	0.523310488	1	0	FALSE	No peak
Masp1	-0.247445839192691	0.302616404	NA	NA	NA	NA	NA	NA	No peak
Mat2b	-0.499300470026646	1.006011423	-0.070155259	0.765746758	0.765746758	1	0	FALSE	No peak
Max	-0.309643910219425	0.629269047	0.036665021	0.891539533	4.67e-21	9	5	TRUE	MeCP2 Up
Mb21d2	-0.207624664065857	0.41416001	0.054966352	0.830335255	6.04e-05	8	1	TRUE	MeCP2 Up
Mbd2	-0.275344106112385	0.927602659	-0.034573815	0.903133439	0.903133439	2	0	FALSE	No peak
Mbnl1	-0.147015373774236	0.727213513	-0.034204553	0.903133439	0.903133439	1	0	FALSE	No peak
Mbnl2	-0.352289862651945	0.598030253	-0.04802739	0.849025297	0.849025297	1	0	FALSE	No peak
Mcc	-0.168916845891938	0.532874389	0.051901609	0.83727037	0.83727037	3	0	FALSE	No peak
Mccc2	-0.307712870644225	0.385053487	-0.005496766	0.988961512	0.988961512	1	0	FALSE	No peak
Mctp1	-0.118805287590255	0.842102784	-0.00331132	0.993424507	0.993424507	1	0	FALSE	No peak
Me2	-0.243585918612854	0.754649215	-0.07254856	0.753834259	0.753834259	1	0	FALSE	No peak
Med12l	-0.225971794288994	0.427743218	-0.029068021	0.920951808	0.920951808	1	0	FALSE	No peak
Mef2a	-0.265521831170282	0.57301972	-0.041078586	0.880302221	0.606099022	2	0	FALSE	No peak
Metap1d	-0.334644879780172	0.918687352	-0.041504167	0.876379907	0.876379907	1	0	FALSE	No peak
Mettl8	-0.161987747225061	1.401524583	NA	NA	NA	NA	NA	NA	No peak
Mfsd4a	-0.271619238566236	0.322823779	0.007701681	0.983760688	0.983760688	1	0	FALSE	No peak
Mgat5	-0.208192130063631	0.283550501	0.016589193	0.9589507	0.554045944	2	0	FALSE	No peak
Mia2	-0.208618255732662	1.538007075	-0.036297078	0.894815388	0.894815388	1	0	FALSE	No peak
Mical2	-0.193385991981038	0.268816609	0.048526797	0.848321213	0.000399744	2	1	TRUE	MeCP2 Up
Micu3	-0.24195724542617	1.523332874	2.232618677	3.36e-12	3.36e-12	1	1	TRUE	MeCP2 Up
Mier1	-0.268419543084735	0.355966279	NA	NA	NA	NA	NA	NA	No peak
Mindy3	-0.362427445876856	1.030971643	NA	NA	NA	NA	NA	NA	No peak
Mme	-0.192294195290581	0.396291271	NA	NA	NA	NA	NA	NA	No peak
Mmp16	-0.16670953745154	1.085611072	NA	NA	NA	NA	NA	NA	No peak
Mmrn1	-0.240142530642024	0.361343164	NA	NA	NA	NA	NA	NA	No peak
Mms22l	-0.388417605329543	1.332407503	0.014161741	0.965694611	0.000548243	3	1	TRUE	MeCP2 Up
Mpp7	-0.291220338629204	0.938648032	-0.006954796	0.985571251	0.985571251	1	0	FALSE	No peak
Mpped2	-0.265606527414669	0.359953423	0.214936593	0.346434699	0.092937115	4	0	FALSE	No peak
Mrps9	-0.405718105163158	0.758058883	-0.156915676	0.469473127	0.469473127	1	0	FALSE	No peak
Mrtfb	-0.179657642035582	0.478136148	-0.018934464	0.951415639	0.951415639	1	0	FALSE	No peak
Msh3	-0.275083521872107	0.858673165	-0.381298046	0.125620322	0.125620322	2	0	FALSE	No peak
Msrb3	-0.33904340694271	0.256551253	0.000125913	0.999675699	0.045302127	9	1	TRUE	MeCP2 Up
Mtdh	-0.224826832100544	0.55535115	-0.063741619	0.785330021	0.785330021	1	0	FALSE	No peak
Mtmr12	-0.178806416102937	0.527621667	-0.060676097	0.79627859	0.506621833	2	0	FALSE	No peak
Mtss1	-0.211419313576249	0.349974936	-0.022950597	0.939586613	0.024228227	35	1	TRUE	MeCP2 Down
Mycbp2	-0.339115077515765	1.655111026	NA	NA	NA	NA	NA	NA	No peak
Myo16	-0.127233276925262	0.59809151	0.127297817	0.557868629	0.006041444	14	2	TRUE	MeCP2 Up
Myo3a	-0.209415644025133	0.549727844	NA	NA	NA	NA	NA	NA	No peak
Myo6	-0.231068794648479	0.444245567	-0.03321394	0.905927935	0.856419996	2	0	FALSE	No peak
Myo7a	-0.17199630932439	0.751327592	-0.002341799	0.995366854	0.995366854	1	0	FALSE	No peak
Myom2	-0.187358748145835	0.849674558	-0.036074096	0.897917463	0.014058939	10	4	TRUE	MeCP2 Down
N4bp1	-0.286375306053601	0.607559494	-0.054117093	0.828328532	0.099903738	3	0	FALSE	No peak
N4bp2	-0.219331891353083	0.297684905	0.02231702	0.942743735	0.942743735	1	0	FALSE	No peak
Nadk2	-0.241105278547238	0.870457621	-0.061959461	0.791681817	0.661351625	2	0	FALSE	No peak
Nalcn	-0.165148513891081	1.024130169	0.871696786	0.000971942	0.000971942	1	1	TRUE	MeCP2 Up
Nbea	-0.292770647084414	0.395255994	3.034717888	9.85e-24	9.85e-24	8	5	TRUE	MeCP2 Up
Nckap1	-0.337523848170145	0.397316113	NA	NA	NA	NA	NA	NA	No peak
Ncoa1	-0.299554402648187	0.652339831	-0.132628902	0.572852839	0.097096722	5	0	FALSE	No peak
Ncoa7	-0.123064456166533	0.801920622	-0.046094121	0.858099132	0.858099132	2	0	FALSE	No peak
Ndfip2	-0.323450345897691	0.503272432	0.032848854	0.905905187	0.905905187	1	0	FALSE	No peak
Ndst3	-0.186212846194751	0.61713532	1.403912915	8.68e-05	5.16e-31	9	9	TRUE	MeCP2 Up
Ndufaf2	-0.0892209341122178	0.784225486	-0.250641173	0.248978269	0.153311031	5	0	FALSE	No peak
Necab1	-0.143760795089725	0.85899609	1.208859293	3.13e-05	6.71e-17	2	2	TRUE	MeCP2 Up
Nefm	-0.295911164921771	0.265759466	0.017182911	0.957788679	0.200055339	2	0	FALSE	No peak
Nek1	-0.201460963219228	1.670004865	NA	NA	NA	NA	NA	NA	No peak
Nek7	-0.333966440233294	0.27498127	-0.063091437	0.79708526	0.002296826	5	1	TRUE	MeCP2 Down
Neto2	-0.252365671300363	0.477691442	NA	NA	NA	NA	NA	NA	No peak
Ngef	-0.149040503084146	0.273095879	-0.071637837	0.748072704	0.006106692	2	1	TRUE	MeCP2 Down
Nim1k	-0.204398417590561	0.474671943	-0.092511405	0.674289804	0.674289804	2	0	FALSE	No peak
Ninj2	-0.237233493410751	0.686532157	-0.019404176	0.950615151	0.950615151	1	0	FALSE	No peak
Nipbl	-0.246518730857604	0.837102709	NA	NA	NA	NA	NA	NA	No peak
Nkain4	-0.443112353639989	0.252650876	NA	NA	NA	NA	NA	NA	No peak
Nkd2	-0.251011631923329	0.439538126	-0.07247219	0.76022414	0.76022414	2	0	FALSE	No peak
Nlgn1	-0.0713558860504926	0.703604025	0.574559244	0.063244775	0.001506812	15	2	TRUE	MeCP2 Up
Nme7	-0.27398900778464	1.24943355	NA	NA	NA	NA	NA	NA	No peak
Nmnat2	-0.129367820764613	0.4381942	-0.060646867	0.799180902	0.62902792	3	0	FALSE	No peak
Nnt	-0.210788514000931	0.65312568	NA	NA	NA	NA	NA	NA	No peak
Nnt	-0.21282136949357	0.65312568	NA	NA	NA	NA	NA	NA	No peak
Nnt	-0.21282136949357	0.65312568	NA	NA	NA	NA	NA	NA	No peak
Nnt	-0.210788514000931	0.65312568	NA	NA	NA	NA	NA	NA	No peak
Nnt	-0.21282136949357	0.65312568	NA	NA	NA	NA	NA	NA	No peak
Nnt	-0.210788514000931	0.65312568	NA	NA	NA	NA	NA	NA	No peak
Nnt	-0.21282136949357	0.65312568	NA	NA	NA	NA	NA	NA	No peak
Nnt	-0.210788514000931	0.65312568	NA	NA	NA	NA	NA	NA	No peak
Noct	-0.299605376153629	0.48829031	-0.029163849	0.919094669	0.014574606	17	1	TRUE	MeCP2 Down
Npas2	-0.14920086395777	0.204951601	-0.033335555	0.905376591	0.828809026	4	0	FALSE	No peak
Nr3c2	-0.275396766005963	0.328252707	-0.067412005	0.772068145	0.058557824	5	0	FALSE	No peak
Nrg2	-0.2808419178966	0.401041883	-0.064092804	0.777756072	0.75559953	4	0	FALSE	No peak
Nsd2	-0.293218314229532	0.559496554	NA	NA	NA	NA	NA	NA	No peak
Nsmce2	-0.123757079679141	0.594637256	NA	NA	NA	NA	NA	NA	No peak
Nsun3	-0.246234874045069	0.494547963	NA	NA	NA	NA	NA	NA	No peak
Ntrk2	-0.254762169799129	0.246114068	0.078014266	0.740995092	0.266274898	3	0	FALSE	No peak
Nudt18	-0.642317429410235	0.343997157	-0.098784408	0.628253792	0.628253792	2	0	FALSE	No peak
Nxpe3	-0.233384617394728	0.63484988	-0.011944698	0.971745114	0.971745114	1	0	FALSE	No peak
Ola1	-0.279527552755779	0.783857455	-0.272020973	0.229572949	0.229572949	1	0	FALSE	No peak
Olfm3	-0.279551774200222	0.590684526	NA	NA	NA	NA	NA	NA	No peak
Osbpl10	-0.256213495714137	0.443134387	-0.028256948	0.920991459	0.147118707	4	0	FALSE	No peak
Osbpl2	-0.296751209276763	0.61544048	-0.227462769	0.260083044	0.260083044	1	0	FALSE	No peak
Osbpl8	-0.217557071509751	0.997176938	-0.038318684	0.888037969	0.888037969	1	0	FALSE	No peak
Osbpl9	-0.286271062596316	0.477386894	-0.106724472	0.631738842	0.631738842	1	0	FALSE	No peak
Ostf1	-0.227025243184919	0.766776281	-0.042124031	0.873829668	0.01580865	3	1	TRUE	MeCP2 Down
Otulin	-0.197819987226537	0.996055814	0.034097102	0.901961824	0.901961824	1	0	FALSE	No peak
Oxct1	-0.286839551294246	0.518252634	NA	NA	NA	NA	NA	NA	No peak
Oxr1	-0.135474249347323	0.34740211	-0.231784303	0.264690133	6.62e-19	7	4	TRUE	MeCP2 Down
P2rx3	-0.256552720635531	1.556531195	NA	NA	NA	NA	NA	NA	No peak
Pacc1	-0.444973781040991	0.500216967	-0.030905815	0.913818892	0.913818892	1	0	FALSE	No peak
Pacrg	-0.0845598918697455	0.676453368	0.01717339	0.957087356	0.000776159	5	2	TRUE	MeCP2 Up
Pak3	-0.1434085997906	0.365781325	NA	NA	NA	NA	NA	NA	No peak
Pakap	-0.206464531512452	0.324634605	-0.306624228	0.197104694	0.197104694	3	0	FALSE	No peak
